ID	description
10.15	Excalibur(roller coaster), a hybrid(wooden frame with steel track) out-and-back roller coaster at the Valleyfair! amusement park in Shakopee, Minnesota
10.16	Excalibur(wrestler), a wrestler for Pro Wrestling Guerrilla
10.17	The IAS Excalibur, a fictional starship in the Babylon 5 universe
10.18	HMS Excalibur, a ship in the Royal Navy
10.19	U.S.S. Excalibur, the main ship in the Star Trek: New Frontier series of novels
10.20	XM982 Excalibur, 155mm extended range artillery projectile being developed by Raytheon and Bofors
10.21	Excalibur Hotel and Casino, a medieval-themed hotel-casino in Las Vegas, Nevada
10.22	F-103 Excalibur heavy fighter, a fictional spaceplane from the Wing Commander spaceflight games
10.23	Xcalibur, a CGI TV story series about a medieval-type kingdom
10.24	Excalibur, a brand of consumer firework shells, popular among hobbyists
10.25	Excalibur, a nuclear-pumped X-ray laser, investigated as part of the Strategic Defence Initiative.
10.26	Excalibur is a trick with diabolo where the diabolos ax is vertical, normally known as Vertax.
11.1	Gabriel Fahrenheit, a German physicist
11.2	Fahrenheit, the temperature scale
11.3	Fahrenheit graphics API
11.4	Fahrenheit(Taiwanese band),a Taiwanese Male Singing Group
11.5	7800 degrees Fahrenheit, an album by Bon Jovi
11.6	Fahrenheit, a 2005 multi-format computer game by Quantic Dream. In the US and Canada it is known as Indigo Prophecy.
11.7	Fahrenheit, a 1994 computer game for the Sega CD and Sega 32X
11.8	Fahrenheit 9/11, a movie by Michael Moore
11.9	Fahrenheit(Thai band)
11.10	Fahrenheit 451, a novel by Ray Bradbury
11.11	Fahrenheit 451, a film adaptation by François Truffaut of the novel
11.12	Fahrenheit, a comic book character in the Wildstorm universe(see StormWatch)
11.13	Fahrenheit, a scented cologne made by Christian Dior.
12.1	A globe is a round model representing a spheroid celestial body, e.g. the earth with all regions, also sometimes used to refer to Earth itself, as in "around the globe," equivalent to "around the earth" as a whole unit
12.2	Globe, Arizona, a city in Arizona, United States
12.3	Globe Theatre, any one of three London theatres associated with William Shakespeare
12.4	The Globe("Globen" in Swedish), a sports arena with the shape of a giant golfball located in Stockholm, Sweden.
12.5	The Boston Globe, a daily newspaper published in Boston, Massachusetts, United States
12.6	The Globe and Mail, a daily newspaper published in Toronto, Canada
12.7	The Globe(tabloid), a supermarket tabloid newspaper published in New York City
12.8	The Globe(Camp Lejeune), the military base newspaper for U.S. Marine Corps Base Camp Lejeune in North Carolina, United States
12.9	Richmond Globe, a weekly newspaper published in Richmond, California, United States
12.10	Le Globe, a defunct 19th century French newspaper
12.11	globe, a Japanese trance/pop-rock group
12.12	The Globe(album), a 1991 album by the band Big Audio Dynamite II
12.13	"The Globe"(song), a song by the band Big Audio Dynamite II
12.14	Globe Telecom, the third-largest telecommunications company in the Philippines
12.15	GLOBE Program, a worldwide hands-on, primary and secondary school-based education and science program
12.16	Globe Shoes, an Australian footwear company
12.17	globe(band), a Japanese pop music group
12.18	lightglobe, synonym for"incandescent light bulb" in Australian English vernacular
13.1	A hornet is an insect, see hornet (notable species European hornet, Asian giant hornet)
13.2	a colloquial term for an American wasp Bald-faced hornet or White-faced hornet
13.3	HMS Hornet, any of ten ships of the Royal Navy
13.4	USS Hornet, any of eight ships of the U.S. Navy
13.5	F/A-18 Hornet, a jet fighter aircraft
13.6	De Havilland Hornet, an aircraft
13.7	De Havilland Hornet Moth, a cabin biplane
13.8	Medium Mark C Hornet, a British tank
13.9	AGM-64 Hornet, an experimental U.S. missile
13.10	AMC Hornet, a compact car manufactured from 1970 to 1977
13.11	Hudson Hornet, a car manufactured from 1951 to 1957
13.12	Dodge Hornet, a concept car revealed in 2006
13.13	A motorcycle from the Honda CB series
13.14	The Wolseley Hornet,
13.15	A fictional stock car from the game Daytona USA.
13.16	A monster in the TV series Code Lyoko.
13.17	Hornet Township, Minnesota
13.18	New Orleans Hornets, National Basketball Association team
13.19	Kalamazoo College Hornets: Mascot of the NCAA Division III athletic teams at Kalamazoo College
13.20	Hornet Archive, a PC demo FTP site from 1992 to 1998, and the name of the group that maintained it
13.21	Hornet(comics)- 3 Marvel characters
13.22	Hornet(comic)- a British comic of the 160s-1970s
13.23	Hornet SQL Bridge- An Object Relational mapping for Zope and Plone
14.1	Indigo is a color between blue and violet
14.2	Indigo dye
14.3	Indigofera, the Indigo plant
14.4	Indigo Bunting, a small North-American bird
14.5	Indigo Snake, the genus Drymarchon
14.6	Indigo(novel), a novel by Alice Hoffman
14.7	Indigo(Marina Warner novel) is a novel by Marina Warner
14.8	Indigo Books and Music, a bookstore chain in Canada
14.9	the Indigo, a Japanese band
14.10	Indigo Girls, a folk-rock duo
14.11	Indigo, a Krautrock band
14.12	Indigo(film)
14.13	Indigo(actress), star in the Showtime series Weeds
14.14	Indigo, one of the Color Kids in the Rainbow Brite and the Star Stealer movie, Rainbow Brite toy line and TV series
14.15	Indigo(comics) is the name of a DC comic book character
14.16	Fahrenheit(video game) is known as"Indigo Prophecy" in North America
14.17	Indigo Shire is Local Government Area in Victoria, Australia.
14.18	Indigo children, who are claimed to possess distinctive auras and psychic powers.
14.19	Tata Indigo, a sedan manufactured by Tata Motors of India
14.20	Ford Indigo, a concept car by Ford Motor Company
14.21	Indigo 3000, a Swedish car
14.22	SGI Indigo was a line of Silicon Graphics computers
14.23	Indigo was the code name for a Microsoft development framework, prior to being renamed to Windows Communication Foundation
14.24	Indigo Internet, an internet service provider in Ireland
14.25	Indigo Digital Press, a family of digital presses manufactured by Hewlett-Packard HP Digital presses
14.26	Indigo Renderer, an unbiased spectral render engine
14.27	IndiGo Airlines, India-based airlines
14.28	Indigo Clothing, London(UK) promotions company
15.1	Iwo Jima(meaning"sulfur island"), a volcanic island of Japan
15.2	Battle of Iwo Jima, fought by the United States of America and the Empire of Japan in February and March 1945
15.3	Treaty of Iwo Jima, signed in Iwo Jima on February 28, 1880 between representatives of the United States and Japan
15.4	Letters from Iwo Jima, 2006 Golden Globe- and Academy Award-winning war film directed by Clint Eastwood
15.5	Raising the Flag on Iwo Jima, a historic photograph taken on February 23, 1945, by Joe Rosenthal
15.6	Sands of Iwo Jima, 1949 war film which follows a group of Marines from training to the Battle of Iwo Jima during World War II
15.7	To the Shores of Iwo Jima, a 1945 short war film produced by the US Navy and Marine Corp, documenting the Battle of Iwo Jima
15.8	Iwo Jima class amphibious assault ship, helicopter landing platform ships(LPH) of the United States Navy
15.9	Iwo Jima LORAN-C transmitter, a former LORAN-C transmitter at Iwo Jima, Japan
15.10	USS Iwo Jima, disambiguation page
16.1	Jaguar( Panthera onca), a New World mammal(a"big cat") of the Felidae family native to South and Central America
16.2	Jaguar(car), a British luxury car manufacturer, owned by Ford as of 1990
16.3	Jaguar, the mascot of Owens Community College in Toledo and Findlay, Ohio
16.4	Aimée and Jaguar, a character in the 1999 German war and drama movie
16.5	Atari Jaguar, a video game console made by Atari
16.6	Fender Jaguar, guitar introduced in 1962, built by Fender
16.7	Jaguar(cartoonist), Sérgio Jaguaribe, a Brazilian cartoonist
16.8	Jaguar, a pseudonym for the German musician Alec Empire
16.9	Jaguar, the Transformers character Ravage name in the Japanese version
16.10	The Jaguar(Impact Comics), a DC Comics superheroine
16.11	Jaguar, a brief incarnation of the Joshua Perahia fronted band Joshua(band).
16.12	Jaguar(rocket), a British elevator research rocket
16.13	Jaguar, the codename for Mac OS X v10.2
16.14	JAGUAR, a computational chemistry software program
16.15	Jaguar 1 and Jaguar 2, German tank destroyers
16.16	Jaguar class fast attack craft, German S-boats
16.17	SEPECAT Jaguar, a military aircraft
16.18	XF10F Jaguar, Grumman F10F Jaguar, a military aircraft
16.19	Claas Jaguar, a range of forage harvesting equipment by German manufacturer Claas
16.20	Jacksonville Jaguars, a professional American football(NFL) team based in Jacksonville, Florida
16.21	South American Jaguars, a combination international rugby union team in the 1980s.
16.22	Calico, alternative name for the Jaguar cat
17.1	La Plata, city in Argentina.
17.2	La Plata, Missouri, city in United States
17.3	La Plata, Maryland, city in United States
17.4	La Plata County, Colorado, United States
17.5	La Plata Mountains, Colorado, United States
17.6	La Plata Peak, Colorado, United States
17.7	La Plata River, Colorado, United States
17.8	Río de la Plata or River Plate, between Argentina and Uruguay.
17.9	Battle of La Plata in Cuba.
17.10	Ciudad de la Plata de la Nueva Toledo, old name for Sucre, Bolivia.
17.11	Viceroyalty of La Plata
17.12	La Plata FC, 3rd tier football club from Argentina
18.1	Labyrinth was an elaborate maze in Greek mythology constructed by the artificer Daedalus to hold the Minotaur
18.2	Labyrinth(film), a 1986 fantasy film directed by Jim Henson
18.3	Pan's Labyrinth, a 2006 Spanish film by Guillermo del Toro
18.4	Labyrinth(inner ear), a system of fluid passages in the inner ear
18.5	Labyrinth fish, a group of freshwater fishes that can inhale air directly with a special lung-like labyrinth organ
18.6	Labyrinth seal, a mechanical seal that fits around a rotating shaft to prevent the leakage of oil or other fluids
18.7	Labyrinth(Antarctica), a valley in Antarctica
18.8	Labyrinths, a collection of short stories and essays by Jorge Luis Borges
18.9	Labyrinth(book), a historical novel by writer and journalist Kate Mosse
18.10	Labyrinth(band), an Italian power metal band
18.11	Labyrinth(Juno Reactor album), a 2004 album by Goa trance group Juno Reactor
18.12	"Labyrinth", a song by The Cure on their 2004 album The Cure(album)
18.13	Labyrinth(solitaire), a solitaire card game
18.14	Labyrinth(Acornsoft), a video game for the BBC Micro
18.15	Labyrinth Zone, a level in the Sega Genesis and Sega Master System&amp; Game Gear versions of Sonic the Hedgehog
18.16	Labyrinth(Broderbund), an early Apple II maze-based game
19.1	Landau, city in Rhineland-Palatinate, Germany.
19.2	Landau an der Isar, town in Bavaria, Germany.
19.3	Dingolfing-Landau, district in Bavaria, Germany.
19.4	Petit-Landau( Kleinlandau), village in Haut-Rhin, France.
19.5	Landau Prison, Hauppauge, Long Island, New York
19.6	Landau Forte College, Derby, United Kingdom
19.7	Abe Landau, German-American-Jewish gangster
19.8	Adolph Yefimovich Landau, Russian journalist and publisher; born at Rossienny, Russia
19.9	Chaim Landau, Israeli Minister of Transportation
19.10	David Landau, Israeli journalist
19.11	Edmund Landau, German mathematician
19.12	Jacob Landau
19.13	Jon Landau, American music critic and record producer
19.14	Jon Landau, American film producer
19.15	Juliet Landau, American actress
19.16	Kurt Landau, see Gruppe Funke( de)
19.17	Leopold Landau, German gynecologist; born at Warsaw
19.18	Lev Davidovich Landau, Soviet physicist
19.19	Martin Landau, American actor
19.20	Michael Landau, American session guitarist
19.21	Ralph Landau,[1]
19.22	Robin H. Landau, Professor of Physics at Oregon State University
19.23	Siegfried Landau, founder of the Brooklyn Philharmonic
19.24	Uzi Landau, Israeli politician
19.25	Wolf Landau, German rabbi and author; born at Dresden
19.26	Rabbi Yechezkel Landau, Jewish theologian&amp; decisor
19.27	See Landauer(disambiguation)Landauer
19.28	Landau's function
19.29	Landau distribution
19.30	Landau quantization
19.31	Landau symbol
19.32	Landau-Kleffner syndrome
19.33	Landau-Ramanujan constant
19.34	Landau's constants
19.35	Ginzburg-Landau theory
19.36	DLVO Derjaguin-Landau-Verwey-Overbeek theory
19.37	The landau coachbuilding and car body style.
20.1	Life on Mars, the possibility of life on the planet Mars
20.2	Martians, fictional intelligent inhabitants of Mars
20.3	" Life on Mars?", the David Bowie song from the album Hunky Dory
20.4	Life on Mars(TV series), a British television drama series that takes its title from the Bowie song
20.5	Life on Mars(US TV series), an American television drama series, based on the British series
20.6	Life on Mars, a Lego Space theme released in 2001
20.7	"Life on Mars"(The West Wing), episode 86 of the American TV-series The West Wing
21.1	The locust, a swarming grasshopper.
21.2	The cicada, often referred to as a seven-year locust.
21.3	The magicicada, often referred to as a 13-year or 17-year locust.
21.4	Various plants, especially of the genera Gleditsia and Robinia:
21.5	The Locust, a US noise-rock band from California.
21.6	Locust(musician), an alias of electronic artist Mark Van Hoen.[1] from Touch Records.
21.7	Locust Music, a Chicago based record label.
21.8	"Locust", a song by a-ha from their 1993 album Memorial Beach.
21.9	Locust Abortion Technician, an album by the Butthole Surfers.
21.10	Locust(community), a pioneering SMS chat community in the UK.
21.11	The Locust(car), a kit car inspired by the Lotus 7.
21.12	The M22 Locust, a light tank.
21.13	Locust, North Carolina is a place in Stanly County; the zip code is 28097.
21.14	Locust Horde, the main enemy force in the Xbox 360 third-person shooter video game Gears of War by Epic Games.
21.15	Locust(mech) is a small mech in the Mechwarrior used mostly for recon.
22.1	The novel The Magic Mountain by Thomas Mann
22.2	Six Flags Magic Mountain, a theme park in Valencia, California
22.3	Magic Mountain Water Park, a water park in Moncton, New Brunswick
22.4	Magic Mountain(roller coaster), a steel roller coaster in Italy
22.5	Magic Mountain, a former theme park in Gold Coast, Australia which closed down in the late 1980s
22.6	Magic Mountain, Idaho, a small ski area south of Twin Falls, Idaho
22.7	Magic Mountain, Glenelg, a former theme park in Adelaide, Australia
22.8	Magic Mountain, Merimbula, a theme park in Australia.
22.9	Magic Mountain, Vermont, a snow-challenged ski area in Londonderry, Vermont
22.10	Magic Mountain(Washington), a high peak near Cascade Pass in the North Cascades of Washington
23.1	A matador is the main bullfighter who must kill the bull
23.2	The Matador, a 2005 film starring Pierce Brosnan
23.3	Matador(TV series), a Danish TV series.
23.4	Matador(film) a film directed by Pedro Almodóvar.
23.5	Matador Records, a record label
23.6	Matador(musical), based on the story of bullfighter El Cordobés
23.7	Lloyd'Matador' Daley, a Jamaican record producer and sound system pioneer
23.8	Matador(song) a song by the Argentine group Los Fabulosos Cadillacs.
23.9	Mattador was a rock band from Puerto Rico.
23.10	Matador(Wildstorm Comics), a mini-series by Devin Grayson and Brian Stelfreeze
23.11	Matador(Marvel Comics), a super-villain in Marvel Comics
23.12	MATADOR(weapon), an anti-armour missile system developed by Singapore
23.13	MGM-1 Matador, one of the first cruise missiles ever introduced
23.14	AEC Matador, a military vehicle used by the Allies during World War II
23.15	Operation Matador is the name of several military or intelligence plans.
23.16	Operation Matador(Iraq) is the most recent of the above mentioned.
23.17	AMC Matador, an automobile manufactured by American Motors Corporation
23.18	Matador(company), a Slovakia-based global tire producer
23.19	FK Matador Púchov, a Slovak football club, sponsored by the tyre producer
23.20	Matador(game), Danish version of the board game Monopoly
23.21	Carinthian Matadors Rugby Football Club, Rugby Club in Carinthia, Austria
23.22	Matador(bodyguard) is a member of an elite bodyguard team in the Matador series of science fiction novels by Steve Perry
24.1	Metamorphosis is a biological process by which an animal physically develops after birth
24.2	Metamorphosis I, a woodcut print by the Dutch artist M. C. Escher which was first printed in May, 1937
24.3	Metamorphosis II, a woodcut print by the Dutch artist M. C. Escher
24.4	Metamorphosis III, a woodcut print by the Dutch artist M. C. Escher which was created between 1967 and 1968
24.5	Metamorphosen, the subtitle of Penderecki's Violin Concerto No. 2
24.6	Metamorphosis(Hilary Duff album), the second album by American pop singer Hilary Duff
24.7	Metamorphosis(Iron Butterfly album), the fourth studio album by Iron Butterfly
24.8	Metamorphosis(Rolling Stones album), the third compilation album of Rolling Stones music
24.9	Metamorphosis(Zero Hour album), a rerelease of Zero Hour's eponymous debut album
24.10	Metamorphosis(Ulver EP), the first EP by avantgarde-electronica band Ulver
24.11	"Metamorphosis"( Smallville episode), the second episode of the first season of the WB original series, Smallville
24.12	"Metamorphosis"( Stargate SG-1), an episode of the science fiction television series Stargate SG-1
24.13	"Metamorphosis"( TOS episode), a second season episode of Star Trek: The Original Series first broadcast November 10, 1967
24.14	"The Metamorphosis"( The O.C. episode), the 80th episode of the FOX television series, The O.C.
24.15	Metamorphosis(illusion), a stage illusion invented by John Nevil Maskelyne
24.16	The Metamorphosis, a novella by Franz Kafka
24.17	Metamorphism in geology
25.1	Minotaur, a mythological monster, half-man and half-bull
25.2	Minotaur(film), a 2006 horror film
25.3	Minotaur(rocket), an American rocket designed to launch small satellites
25.4	HMS Minotaur, a historical shipname of the Royal Navy
25.5	Minotaur: The Labyrinths of Crete, a 1992 computer game
25.6	Minotaur(store), a pop culture store in Melbourne.
25.7	Minotaur International, an international distributor of British television programmes owned by Virgin Media.
26.1	Mira, a variable star.
26.2	Mitaka IR Array, a Japanese astronomy project( official site).
26.3	Mira, Italy, a town near Venice, Italy.
26.4	Mira, Portugal, a town and municipality in the district of Coimbra, Portugal.
26.5	Mira, Spain, a municipality in Cuenca province, Castile-La Mancha, Spain
26.6	Mira, Louisiana, a town in the United States
26.7	Mira Ferry, Nova Scotia, a community on the Mira River now known as Albert Bridge in Nova Scotia, Canada
26.8	Mira River, Canada, in southeastern Cape Breton Island, Nova Scotia, Canada; it is the subject of a folk song by Allister MacGillivray.
26.9	Mira River, Portugal, in southwestern Alentejo.
26.10	MIRA, a romance novel line published by Harlequin/ Mills&amp; Boon.
26.11	Mira(Encantadia), a fictional character in the Philippine television series Encantadia.
26.12	Mira(Star Wars), a playable character in the videogame Star Wars: Knights of the Old Republic II: The Sith Lords.
26.13	Mira(movie), a movie from Fons Rademakers( 1971)
26.14	Mira Sorvino(born 1967), an Academy Award-winning American actress.
26.15	Mira Nair(born 1957), an Indian-American Academy Award-nominated director
26.16	Daihatsu Mira, a Keicar(compact car) manufactured by Daihatsu.
26.17	Movement for Islamic Reform in Arabia, a Saudi dissident group with terrorist affiliations
26.18	Mira(mirror), a semi-transparent mirror used for teaching geometry
26.19	MIRA Foundation, a foundation dedicated to assisting people with disabilities achieve all that an able-bodied person can do.
26.20	Motor Industry Research Association, an automotive company based in the United Kingdom.
26.21	Mira(band), a Tallahassee, FL darkwave band
26.22	Smart Display(development codename: Mira), a failed 2002 Microsoft product for a portable touchscreen terminal.
27.1	A mirage is an optical phenomenon
27.2	The Mirage, a 3,044 room hotel and casino resort located on the Las Vegas Strip
27.3	El Mirage, Arizona, a city in Maricopa County, Arizona
27.4	Rancho Mirage, California, a city in Riverside County, California
27.5	Mirage(Camel album), an album released in 1974 by Camel
27.6	Mirage(Fleetwood Mac album), an album by Fleetwood Mac
27.7	Mirage(Klaus Schulze album), the eighth album by Klaus Schulze
27.8	Mirage(Meat Puppets album), an album by the Arizona alternative rock band Meat Puppets
27.9	Mirages(album), the fourth full-length album by Tim Hecker
27.10	Mirage(band), a 1990s progressive rock band
27.11	Mirage(pop group), a Russian pop group founded in Moscow in 1987
27.12	A 1991 album by Bobby Hutcherson
27.13	The third track on Enigmatic Ocean, an album by Jazz-Fusion artist Jean-Luc Ponty
27.14	Mirage(Aladdin), a fictional character in the Disney animated series Aladdin
27.15	Mirage(character), an ex-villainess featured in the film The Incredibles
27.16	Mirage(comics), the name of two DC Comics characters
27.17	Mirage(Magic: The Gathering), the fifteenth Magic: The Gathering collectible card game set
