subTopicID	resultID
12.3	12.36
12.3	12.50
12.3	12.51
12.3	12.70
12.3	12.74
12.3	12.88
12.3	12.97
12.5	12.5
12.5	12.8
12.5	12.49
12.5	12.75
12.6	12.12
12.6	12.32
12.6	12.83
12.7	12.3
12.8	12.42
12.11	12.72
12.14	12.1
12.14	12.34
12.15	12.16
12.15	12.19
12.15	12.21
12.15	12.46
12.15	12.55
12.15	12.57
12.15	12.73
12.15	12.86
12.15	12.87
12.15	12.91
12.15	12.93
12.15	12.100
12.16	12.2
12.16	12.6
12.16	12.9
12.16	12.23
12.16	12.35
12.16	12.45
12.16	12.60
13.1	13.1
13.1	13.18
13.1	13.23
13.1	13.30
13.1	13.40
13.1	13.43
13.1	13.47
13.1	13.82
13.1	13.84
13.1	13.86
13.1	13.87
13.2	13.16
13.2	13.40
13.2	13.97
13.4	13.2
13.4	13.6
13.4	13.7
13.4	13.9
13.4	13.12
13.4	13.21
13.4	13.25
13.4	13.26
13.4	13.29
13.4	13.33
13.4	13.35
13.4	13.94
13.5	13.8
13.5	13.34
13.5	13.57
13.5	13.63
13.5	13.74
13.5	13.77
13.5	13.83
13.10	13.28
13.10	13.38
13.10	13.68
13.10	13.71
13.12	13.10
13.12	13.14
13.12	13.19
13.12	13.50
13.13	13.27
13.13	13.60
13.21	13.5
13.23	13.22
14.1	14.8
14.1	14.90
14.2	14.14
14.2	14.28
14.2	14.37
14.2	14.41
14.2	14.63
14.2	14.64
14.2	14.71
14.2	14.75
14.2	14.96
14.3	14.23
14.3	14.28
14.4	14.78
14.5	14.34
14.8	14.52
14.10	14.73
14.10	14.88
14.10	14.95
14.12	14.10
14.12	14.21
14.16	14.77
14.16	14.92
14.18	14.12
14.18	14.17
14.18	14.27
14.18	14.31
14.18	14.33
14.18	14.36
14.18	14.52
14.18	14.82
14.18	14.89
14.23	14.16
14.23	14.44
14.23	14.98
14.25	14.6
14.26	14.4
14.26	14.58
14.27	14.91
14.28	14.68
15.1	15.13
15.1	15.14
15.1	15.17
15.1	15.19
15.1	15.58
15.1	15.63
15.1	15.90
15.1	15.96
15.2	15.1
15.2	15.4
15.2	15.5
15.2	15.6
15.2	15.7
15.2	15.9
15.2	15.10
15.2	15.12
15.2	15.14
15.2	15.20
15.2	15.21
15.2	15.27
15.2	15.28
15.2	15.30
15.2	15.33
15.2	15.35
15.2	15.39
15.2	15.41
15.2	15.42
15.2	15.43
15.2	15.44
15.2	15.46
15.2	15.48
15.2	15.52
15.2	15.57
15.2	15.63
15.2	15.64
15.2	15.65
15.2	15.68
15.2	15.70
15.2	15.71
15.2	15.75
15.2	15.79
15.2	15.80
15.2	15.88
15.2	15.91
15.2	15.93
15.2	15.97
15.2	15.98
15.4	15.2
15.4	15.18
15.4	15.22
15.4	15.23
15.4	15.24
15.4	15.31
15.4	15.37
15.4	15.40
15.4	15.45
15.4	15.49
15.4	15.50
15.4	15.51
15.4	15.53
15.4	15.55
15.4	15.61
15.4	15.62
15.4	15.66
15.4	15.67
15.4	15.69
15.4	15.72
15.4	15.74
15.4	15.76
15.4	15.82
15.4	15.83
15.4	15.84
15.4	15.85
15.4	15.89
15.4	15.94
15.4	15.95
15.4	15.99
15.5	15.8
15.5	15.56
15.5	15.70
15.5	15.87
15.6	15.10
15.6	15.59
15.8	15.86
15.10	15.11
15.10	15.16
15.10	15.25
15.10	15.32
15.10	15.54
15.10	15.100
16.1	16.3
16.1	16.4
16.1	16.5
16.1	16.13
16.1	16.14
16.1	16.15
16.1	16.16
16.1	16.26
16.1	16.32
16.1	16.33
16.1	16.37
16.1	16.39
16.1	16.43
16.1	16.56
16.1	16.60
16.1	16.64
16.1	16.65
16.1	16.71
16.1	16.75
16.1	16.80
16.1	16.84
16.1	16.88
16.2	16.1
16.2	16.6
16.2	16.7
16.2	16.8
16.2	16.9
16.2	16.11
16.2	16.17
16.2	16.18
16.2	16.19
16.2	16.21
16.2	16.24
16.2	16.27
16.2	16.28
16.2	16.29
16.2	16.30
16.2	16.34
16.2	16.35
16.2	16.38
16.2	16.40
16.2	16.42
16.2	16.44
16.2	16.45
16.2	16.51
16.2	16.53
16.2	16.54
16.2	16.55
16.2	16.57
16.2	16.66
16.2	16.67
16.2	16.69
16.2	16.70
16.2	16.73
16.2	16.76
16.2	16.77
16.2	16.78
16.2	16.81
16.2	16.82
16.2	16.85
16.2	16.87
16.2	16.89
16.2	16.91
16.2	16.92
16.2	16.94
16.2	16.95
16.2	16.96
16.2	16.98
16.2	16.100
16.5	16.12
16.5	16.36
16.5	16.52
16.5	16.63
16.5	16.99
16.6	16.83
16.6	16.97
16.13	16.48
16.13	16.62
16.17	16.22
16.17	16.74
17.1	17.2
17.1	17.3
17.1	17.8
17.1	17.9
17.1	17.17
17.1	17.21
17.1	17.25
17.1	17.35
17.1	17.49
17.1	17.50
17.1	17.61
17.1	17.72
17.1	17.80
17.1	17.81
17.1	17.82
17.1	17.85
17.1	17.86
17.1	17.91
17.1	17.92
17.1	17.95
17.1	17.97
17.2	17.40
17.2	17.75
17.2	17.77
17.3	17.7
17.3	17.15
17.3	17.19
17.3	17.24
17.3	17.26
17.3	17.30
17.3	17.38
17.3	17.42
17.3	17.43
17.3	17.46
17.3	17.48
17.3	17.55
17.3	17.66
17.3	17.67
17.3	17.70
17.3	17.87
17.3	17.88
17.3	17.90
17.4	17.1
17.4	17.4
17.4	17.12
17.4	17.13
17.4	17.28
17.4	17.29
17.4	17.32
17.4	17.34
17.4	17.36
17.4	17.41
17.4	17.44
17.4	17.45
17.4	17.59
17.4	17.64
17.4	17.68
17.4	17.76
17.4	17.93
17.4	17.95
17.6	17.51
17.6	17.100
17.7	17.22
17.8	17.58
17.8	17.65
17.8	17.69
17.8	17.84
17.8	17.98
18.1	18.3
18.1	18.13
18.1	18.19
18.1	18.87
18.2	18.2
18.2	18.5
18.2	18.6
18.2	18.18
18.2	18.29
18.2	18.36
18.2	18.48
18.2	18.60
18.2	18.73
18.3	18.9
18.3	18.17
18.3	18.32
18.3	18.42
18.3	18.50
18.3	18.76
18.9	18.98
18.10	18.21
18.10	18.30
18.10	18.45
18.10	18.49
18.10	18.55
18.11	18.33
19.1	19.6
19.1	19.84
19.6	19.74
19.11	19.5
19.11	19.30
19.11	19.68
19.11	19.87
19.13	19.32
19.15	19.13
19.15	19.75
19.18	19.4
19.18	19.7
19.18	19.8
19.18	19.9
19.18	19.19
19.18	19.40
19.18	19.46
19.18	19.80
19.19	19.15
19.19	19.59
19.19	19.81
19.19	19.99
19.20	19.22
19.20	19.72
19.20	19.86
19.21	19.57
19.23	19.78
19.24	19.51
19.31	19.10
19.32	19.25
19.32	19.44
19.32	19.49
19.32	19.60
19.32	19.69
19.32	19.96
19.34	19.37
19.37	19.53
19.37	19.70
19.37	19.91
19.37	19.98
20.1	20.1
20.1	20.2
20.1	20.3
20.1	20.6
20.1	20.7
20.1	20.10
20.1	20.11
20.1	20.12
20.1	20.14
20.1	20.15
20.1	20.16
20.1	20.17
20.1	20.18
20.1	20.19
20.1	20.20
20.1	20.21
20.1	20.22
20.1	20.23
20.1	20.25
20.1	20.26
20.1	20.27
20.1	20.29
20.1	20.30
20.1	20.31
20.1	20.32
20.1	20.33
20.1	20.35
20.1	20.37
20.1	20.38
20.1	20.39
20.1	20.40
20.1	20.41
20.1	20.42
20.1	20.43
20.1	20.44
20.1	20.45
20.1	20.46
20.1	20.47
20.1	20.49
20.1	20.52
20.1	20.55
20.1	20.56
20.1	20.57
20.1	20.59
20.1	20.60
20.1	20.62
20.1	20.63
20.1	20.64
20.1	20.65
20.1	20.66
20.1	20.67
20.1	20.68
20.1	20.69
20.1	20.70
20.1	20.71
20.1	20.74
20.1	20.75
20.1	20.76
20.1	20.79
20.1	20.80
20.1	20.82
20.1	20.83
20.1	20.84
20.1	20.87
20.1	20.88
20.1	20.89
20.1	20.90
20.1	20.91
20.1	20.92
20.1	20.93
20.1	20.94
20.1	20.95
20.1	20.96
20.1	20.97
20.1	20.98
20.1	20.100
20.2	20.86
20.3	20.24
20.3	20.50
20.4	20.4
20.4	20.5
20.4	20.9
20.4	20.28
20.4	20.85
21.1	21.2
21.1	21.5
21.1	21.8
21.1	21.9
21.1	21.10
21.1	21.13
21.1	21.27
21.1	21.34
21.1	21.41
21.1	21.58
21.1	21.72
21.1	21.75
21.1	21.93
21.1	21.99
21.3	21.100
21.4	21.4
21.4	21.11
21.4	21.28
21.4	21.33
21.4	21.35
21.4	21.46
21.4	21.47
21.4	21.55
21.4	21.66
21.4	21.68
21.4	21.74
21.4	21.75
21.4	21.88
21.4	21.100
21.5	21.1
21.5	21.18
21.5	21.22
21.5	21.24
21.5	21.25
21.5	21.30
21.5	21.84
21.5	21.91
21.5	21.95
21.7	21.3
21.7	21.39
21.7	21.44
21.11	21.37
21.13	21.7
21.13	21.16
21.13	21.42
21.13	21.45
21.13	21.54
21.13	21.71
21.13	21.79
21.13	21.90
22.1	22.6
22.1	22.10
22.1	22.23
22.1	22.46
22.2	22.1
22.2	22.7
22.2	22.9
22.2	22.17
22.2	22.18
22.2	22.19
22.2	22.42
22.2	22.51
22.2	22.62
22.2	22.64
22.2	22.65
22.2	22.67
22.2	22.74
22.2	22.78
22.2	22.86
22.2	22.87
22.2	22.90
22.2	22.91
22.2	22.98
22.4	22.76
22.6	22.16
22.6	22.31
22.6	22.55
22.8	22.22
22.8	22.66
22.9	22.3
22.9	22.11
22.9	22.39
22.9	22.48
22.9	22.54
22.9	22.57
22.9	22.58
22.9	22.69
22.9	22.79
22.9	22.80
22.10	22.12
22.10	22.53
23.1	23.5
23.1	23.7
23.1	23.23
23.1	23.27
23.1	23.42
23.1	23.95
23.2	23.2
23.2	23.18
23.2	23.29
23.2	23.38
23.2	23.52
23.2	23.67
23.2	23.68
23.2	23.70
23.2	23.79
23.2	23.83
23.2	23.84
23.2	23.87
23.4	23.6
23.4	23.12
23.4	23.14
23.4	23.26
23.4	23.82
23.4	23.90
23.5	23.1
23.5	23.9
23.5	23.48
23.5	23.64
23.10	23.49
23.13	23.23
23.13	23.94
23.17	23.13
23.17	23.16
23.17	23.32
23.17	23.81
23.17	23.98
23.18	23.3
23.18	23.73
24.1	24.1
24.1	24.5
24.1	24.7
24.1	24.9
24.1	24.14
24.1	24.15
24.1	24.17
24.1	24.20
24.1	24.25
24.1	24.29
24.1	24.31
24.1	24.35
24.1	24.37
24.1	24.46
24.1	24.49
24.1	24.54
24.1	24.57
24.1	24.61
24.1	24.77
24.1	24.82
24.1	24.84
24.1	24.87
24.1	24.90
24.1	24.91
24.1	24.92
24.1	24.95
24.1	24.97
24.1	24.100
24.6	24.10
24.6	24.22
24.6	24.34
24.6	24.38
24.6	24.77
24.6	24.83
24.8	24.74
24.11	24.12
24.12	24.78
24.13	24.39
24.13	24.48
24.13	24.52
24.16	24.2
24.16	24.4
24.16	24.19
24.16	24.26
24.16	24.32
24.16	24.44
24.16	24.47
24.16	24.51
24.16	24.55
24.16	24.56
24.16	24.62
24.16	24.67
24.16	24.68
24.16	24.77
24.16	24.80
24.16	24.86
24.16	24.89
25.1	25.1
25.1	25.2
25.1	25.3
25.1	25.14
25.1	25.15
25.1	25.17
25.1	25.24
25.1	25.27
25.1	25.28
25.1	25.33
25.1	25.45
25.1	25.48
25.1	25.50
25.1	25.52
25.1	25.53
25.1	25.57
25.1	25.62
25.1	25.65
25.1	25.66
25.1	25.78
25.1	25.79
25.1	25.81
25.1	25.85
25.1	25.92
25.1	25.95
25.1	25.96
25.1	25.97
25.2	25.7
25.2	25.10
25.2	25.64
25.2	25.74
25.3	25.6
25.3	25.21
25.3	25.38
25.3	25.55
25.3	25.59
25.3	25.63
25.3	25.75
25.3	25.76
25.3	25.88
25.4	25.58
25.4	25.70
25.4	25.89
25.5	25.18
25.5	25.19
25.5	25.20
25.5	25.40
25.5	25.56
25.5	25.73
25.6	25.25
25.7	25.41
26.1	26.3
26.1	26.5
26.1	26.8
26.1	26.10
26.1	26.11
26.1	26.12
26.1	26.16
26.1	26.17
26.1	26.18
26.1	26.21
26.1	26.28
26.1	26.36
26.1	26.44
26.1	26.48
26.1	26.69
26.1	26.77
26.3	26.52
26.6	26.63
26.11	26.32
26.12	26.19
26.12	26.71
26.13	26.95
26.14	26.23
26.14	26.53
26.14	26.94
26.15	26.82
26.18	26.64
26.19	26.14
26.19	26.65
26.20	26.2
26.20	26.60
26.21	26.4
26.21	26.41
26.21	26.72
26.21	26.75
26.21	26.87
26.21	26.99
26.22	26.34
27.1	27.7
27.1	27.15
27.1	27.18
27.1	27.26
27.1	27.32
27.1	27.56
27.1	27.65
27.1	27.90
27.2	27.1
27.2	27.5
27.2	27.8
27.2	27.45
27.2	27.53
27.2	27.73
27.2	27.89
27.2	27.97
27.5	27.49
27.6	27.37
27.10	27.93
27.17	27.9
27.20	27.10
27.22	27.11
27.22	27.28
27.22	27.31
27.22	27.50
27.22	27.52
27.22	27.60
27.22	27.62
27.22	27.82
27.27	27.12
27.27	27.58
27.27	27.68
27.27	27.70
27.27	27.76
28.1	28.2
28.1	28.21
28.1	28.31
28.1	28.32
28.1	28.39
28.1	28.43
28.1	28.44
28.1	28.45
28.1	28.52
28.1	28.53
28.1	28.64
28.1	28.65
28.1	28.66
28.1	28.78
28.1	28.83
28.1	28.85
28.1	28.86
28.1	28.90
28.1	28.92
28.1	28.93
28.1	28.100
28.2	28.4
28.2	28.8
28.2	28.10
28.2	28.11
28.2	28.13
28.2	28.16
28.2	28.17
28.2	28.18
28.2	28.20
28.2	28.22
28.2	28.24
28.2	28.27
28.2	28.30
28.2	28.80
28.2	28.84
28.2	28.91
28.2	28.94
28.2	28.98
28.6	28.61
28.7	28.3
28.7	28.5
28.7	28.6
28.7	28.15
28.7	28.19
28.7	28.23
28.7	28.25
28.7	28.28
28.7	28.29
28.7	28.33
28.7	28.36
28.7	28.38
28.7	28.40
28.7	28.46
28.7	28.50
28.7	28.60
28.7	28.62
28.7	28.63
28.7	28.67
28.7	28.69
28.7	28.70
28.7	28.73
28.7	28.75
28.7	28.88
28.7	28.89
28.8	28.1
28.8	28.7
28.8	28.12
28.8	28.68
28.8	28.77
28.8	28.81
28.8	28.96
29.1	29.15
29.1	29.29
29.1	29.40
29.1	29.83
29.2	29.22
29.2	29.33
29.2	29.72
29.2	29.74
29.4	29.44
29.4	29.86
29.6	29.12
29.6	29.38
29.6	29.45
29.6	29.52
29.6	29.63
29.6	29.88
29.8	29.62
29.9	29.30
29.9	29.61
29.9	29.73
29.11	29.1
29.11	29.7
29.11	29.14
29.11	29.26
29.11	29.28
29.11	29.31
29.11	29.66
29.11	29.75
29.11	29.76
29.11	29.90
29.12	29.48
29.12	29.69
29.12	29.84
29.13	29.4
29.13	29.5
29.13	29.6
29.13	29.20
29.13	29.23
29.13	29.27
29.13	29.42
29.13	29.79
30.1	30.3
30.1	30.11
30.1	30.52
30.3	30.37
30.4	30.13
30.4	30.27
30.4	30.39
30.5	30.20
30.5	30.93
30.7	30.6
30.7	30.32
30.9	30.2
30.9	30.56
30.9	30.61
30.11	30.45
30.11	30.58
30.14	30.30
30.14	30.33
31.1	31.4
31.1	31.10
31.1	31.13
31.1	31.17
31.1	31.23
31.1	31.27
31.1	31.28
31.1	31.31
31.1	31.37
31.1	31.39
31.1	31.49
31.1	31.74
31.1	31.78
31.1	31.80
31.1	31.88
31.1	31.89
31.1	31.91
31.1	31.93
31.2	31.22
31.2	31.50
31.2	31.56
31.5	31.18
31.14	31.2
31.14	31.7
31.14	31.14
31.14	31.20
31.14	31.24
31.14	31.29
31.14	31.42
31.14	31.61
31.14	31.64
31.14	31.73
31.14	31.95
31.16	31.6
31.16	31.8
31.16	31.12
31.16	31.19
31.16	31.25
31.16	31.32
31.16	31.35
31.16	31.51
31.16	31.54
31.16	31.55
31.16	31.66
31.16	31.67
31.16	31.68
31.16	31.69
31.16	31.81
31.16	31.100
31.18	31.65
31.20	31.1
31.20	31.6
31.20	31.9
31.20	31.15
31.20	31.34
31.20	31.36
31.20	31.48
31.20	31.53
31.20	31.54
31.20	31.75
31.20	31.76
31.20	31.77
31.20	31.100
32.2	32.3
32.2	32.8
32.2	32.14
32.2	32.15
32.2	32.16
32.2	32.50
32.2	32.54
32.2	32.55
32.2	32.63
32.2	32.85
32.2	32.95
32.3	32.25
32.3	32.33
32.4	32.65
32.5	32.7
32.5	32.13
32.5	32.24
32.5	32.68
32.5	32.70
32.5	32.90
32.6	32.46
32.6	32.58
32.7	32.10
32.7	32.36
32.7	32.98
32.8	32.18
32.11	32.60
33.2	33.1
33.2	33.2
33.2	33.3
33.2	33.5
33.2	33.10
33.2	33.16
33.2	33.19
33.2	33.20
33.2	33.24
33.2	33.30
33.2	33.35
33.2	33.39
33.2	33.42
33.2	33.47
33.2	33.53
33.2	33.56
33.2	33.63
33.2	33.67
